"kegg","over.abundant.health.conf"
"K08010(neutrophil_cytosolic_factor_2)",0.73
"K08059(interferon,_gamma-inducible_protein_30)",0.73
"K08066(nuclear_transcription_factor_Y,_gamma)",0.73
"K08120(asporin)",0.73
"K08135(collagen,_type_XV,_alpha)",0.73
"K08149(MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitatedglucose_transporter),_member_12)",0.73
"K08233(polyneuridine-aldehyde_esterase)",0.73
"K08265(heterodisulfide_reductase_subunit_E)",0.73
"K08291(G_protein-coupled_receptor_kinase)",0.73
"K08333(phosphoinositide-3-kinase,_regulatory_subunit_4,_p150)",0.73
"K08490(syntaxin_5)",0.73
"K08589(gingipain_R)",0.73
"K08624(a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_9)",0.73
"K08644(tentoxilysin)",0.73
"K08646(peptidyl-Lys_metalloendopeptidase)",0.73
"K08670(suppressor_of_tumorigenicity_protein_14)",0.73
"K08674(fibroblast_activation_protein,_alpha)",0.73
"K08692(malate-CoA_ligase_subunit_alpha)",0.73
"K08732(ral_guanine_nucleotide_dissociation_stimulator)",0.73
"K08762(diazepam-binding_inhibitor_(GABA_receptor_modulator,acyl-CoA-binding_protein))",0.73
"K08763(oxidised_low-density_lipoprotein_receptor_1)",0.73
"K08766(carnitine_O-palmitoyltransferase_2)",0.73
"K08775(breast_cancer_2_susceptibility_protein)",0.73
"K08777(neutral_peptidase_B)",0.73
"K08797(hormonally_upregulated_Neu-associated_kinase)",0.73
"K08801(PAS_domain_containing_serine/threonine_kinase)",0.73
"K08804(serine/threonine_kinase_17)",0.73
"K08813(serine/threonine_kinase_33)",0.73
"K08817(cell_cycle_related_kinase)",0.73
"K08830(renal_tumor_antigen)",0.73
"K08833(mitogen-activated_protein_kinase_kinase_kinase_kinase_5)",0.73
"K08837(serine/threonine_kinase_10)",0.73
"K08847(receptor-interacting_serine/threonine-protein_kinase_3)",0.73
"K08855(cyclin_G-associated_kinase)",0.73
"K08959(casein_kinase_1,_delta)",0.73
"K08960(casein_kinase_1,_epsilon)",0.73
"K08991(crossover_junction_endonuclease_MUS81)",0.73
"K09188(myeloid/lymphoid_or_mixed-lineage_leukemia_protein_3)",0.73
"K09236(teashirt)",0.73
"K09288(coiled-coil_domain-containing_protein_6)",0.73
"K09362(homeo_domain_only_family,_other)",0.73
"K09368(POU_domain_transcription_factor,_class_6)",0.73
"K09373(LIM_homeobox_protein_2/9)",0.73
"K09377(cysteine_and_glycine-rich_protein)",0.73
"K09419(heat_shock_transcription_factor,_other_eukaryote)",0.73
"K09448(TEA_domain_family_member_1/3/4)",0.73
"K09509(DnaJ_homolog_subfamily_B_member_3)",0.73
"K09565(peptidyl-prolyl_isomerase_F_(cyclophilin_F))",0.73
"K09608(tolloid-like_protein_1)",0.73
"K09609(a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_20)",0.73
"K09614(corin)",0.73
"K09627(protease,_serine,_23)",0.73
"K09634(transmembrane_protease,_serine_3)",0.73
"K09640(transmembrane_protease,_serine_9)",0.73
"K09664(beta-1,3-N-acetylglucosaminyltransferase_7)",0.73
"K09981(hypothetical_protein)",0.73
"K09993(cyclin-dependent_kinase_inhibitor_1C)",0.73
"K10057(C-type_lectin_domain_family_4,_member_A)",0.73
"K10061(C-type_lectin_superfamily_4,_member_G)",0.73
"K10104(ficolin)",0.73
"K10105(lipoyltransferase_1)",0.73
"K10130(leucine-rich_repeats_and_death_domain-containing_protein)",0.73
"K10191(lactose/L-arabinose_transport_system_ATP-binding_protein)",0.73
"K10210(4,4'-diaponeurosporene_oxidase)",0.73
"K10229(sorbitol/mannitol_transport_system_permease_protein)",0.73
"K10272(F-box_and_leucine-rich_repeat_protein_6)",0.73
"K10293(F-box_protein_7)",0.73
"K10397(kinesin_family_member_6/9)",0.73
"K10428(dynactin_6)",0.73
"K10430(microtubule-associated_protein_2)",0.73
"K10476(kelch_repeat_and_BTB_domain-containing_protein_11)",0.73
"K10481(BTB/POZ_domain-containing_protein_9)",0.73
"K10572(inositol-pentakisphosphate_2-kinase)",0.73
"K10575(ubiquitin-conjugating_enzyme_E2_G1)",0.73
"K10581(ubiquitin-conjugating_enzyme_E2_O)",0.73
"K10583(ubiquitin-conjugating_enzyme_E2_S)",0.73
"K10589(ubiquitin-protein_ligase_E3_C)",0.73
"K10609(cullin_4)",0.73
"K10636(autocrine_motility_factor_receptor)",0.73
"K10727(chromatin_licensing_and_DNA_replication_factor_1)",0.73
"K10746(exonuclease_1)",0.73
"K10798(poly_[ADP-ribose]_polymerase)",0.73
"K10811(thiamine_pyridinylase)",0.73
"K10816(hydrogen_cyanide_synthase_HcnC)",0.73
"K10863(aprataxin)",0.73
"K10876(RAD54-like_protein_2)",0.73
"K10923(AraC_family_transcriptional_regulator,_TCP_pilus_virulenceregulatory_protein)",0.73
"K10925(MSHA_pilin_protein_MshB)",0.73
"K10926(MSHA_pilin_protein_MshC)",0.73
"K11018(thermolabile_hemolysin)",0.73
"K11034(non-hemolytic_enterotoxin_B/C)",0.73
"K11079(mannopine_transport_system_permease_protein)",0.73
"K11090(lupus_La_protein)",0.73
"K11125(protein_SMG5)",0.73
"K11217(Janus_kinase_1)",0.73
"K11219(non-receptor_tyrosine_kinase)",0.73
"K11273(chromosome_transmission_fidelity_protein_1)",0.73
"K11276(nucleophosmin_1)",0.73
"K11306(histone_acetyltransferase_MYST4)",0.73
"K11327(cation_efflux_system_protein_involved_in_nickel_and_cobalt_tolerance)",0.73
"K11335(chlorophyllide_reductase_subunit_Z)",0.73
"K11359(transcriptional_activator_SPT7)",0.73
"K11380(NuA3_HAT_complex_component_NTO1)",0.73
"K11413(NAD-dependent_deacetylase_sirtuin_3)",0.73
"K11415(NAD-dependent_deacetylase_sirtuin_5)",0.73
"K11459(polycomb_group_RING_finger_protein_4)",0.73
"K11471(additional_sex_combs-like_protein)",0.73
"K11501(centromere_protein_I)",0.73
"K11519(Derlin-1)",0.73
"K11557(kinetochore_protein_Spc24,_fungi_type)",0.73
"K11574(centromere_DNA-binding_protein_complex_CBF3_subunit_A)",0.73
"K11627(pyrrolysyl-tRNA_synthetase)",0.73
"K11795(nuclear_receptor_interaction_protein)",0.73
"K11825(AP-2_complex_subunit_beta-1)",0.73
"K11826(AP-2_complex_subunit_mu-1)",0.73
"K11846(ubiquitin_carboxyl-terminal_hydrolase_18/41)",0.73
"K11873(ubiquitin_carboxyl-terminal_hydrolase_10)",0.73
"K11890(type_VI_secretion_system_protein_ImpM)",0.73
"K11917(sigma-54_specific_transcriptional_regulator)",0.73
"K11956(neutral_amino_acid_transport_system_permease_protein)",0.73
"K11960(urea_transport_system_permease_protein)",0.73
"K12109(cag_pathogenicity_island_protein_24)",0.73
"K12116(flavin-binding_kelch_repeat_F-box_protein_1)",0.73
"K12191(charged_multivesicular_body_protein_2A)",0.73
"K12198(charged_multivesicular_body_protein_5)",0.73
"K12216(intracellular_multiplication_protein_IcmN)",0.73
"K12319(guanylate_cyclase_soluble_subunit_beta)",0.73
"K12321(guanylate_cyclase_2D/E/F)",0.73
"K12324(atrial_natriuretic_peptide_receptor_B)",0.73
"K12403(AP-4_complex_subunit_sigma-1)",0.73
"K12421(fatty_acid_CoA_ligase_FadD9)",0.73
"K12423(fatty_acid_CoA_ligase_FadD21)",0.73
"K12427(fatty_acid_CoA_ligase_FadD28)",0.73
"K12463(PR_domain_zinc_finger_protein_4)",0.73
"K12469(EH_domain-containing_protein_2)",0.73
"K12476(EH_domain-containing_protein_3)",0.73
"K12532(RTX_toxin_transporter)",0.73
"K12562(amphiphysin)",0.73
"K12568(myosin-binding_protein_C,_cardiac-type)",0.73
"K12877(protein_mago_nashi)",0.73
"K12886(heterogeneous_nuclear_ribonucleoprotein_K)",0.73
"K13046(tolkin)",0.73
"K13112(thyroid_hormone_receptor-associated_protein_3)",0.73
"K13129(survival_motor_neuron_protein)",0.73
"K13131(ATP-dependent_RNA_helicase_DDX20)",0.73
"K13140(integrator_complex_subunit_3)",0.73
"K13155(U11/U12_small_nuclear_ribonucleoprotein_35_kDa_protein)",0.73
"K13168(splicing_factor,_arginine/serine-rich_16)",0.73
"K13184(ATP-dependent_RNA_helicase_A)",0.73
"K13186(RNA-binding_protein_3)",0.73
"K13212(RNA-binding_protein_Luc7-like_2)",0.73
"K13239(peroxisomal_3,2-trans-enoyl-CoA_isomerase)",0.73
"K13302(serum/glucocorticoid-regulated_kinase_1)",0.73
"K13358(Na(+)/H(+)_exchange_regulatory_cofactor_NHE-RF2)",0.73
"K13366(polyamine_oxidase_(propane-1,3-diamine-forming))",0.73
"K13409(ATP-binding_cassette,_subfamily_B,_bacterial_RaxB)",0.73
"K13413(mitogen-activated_protein_kinase_kinase_4/5,_plant)",0.73
"K13429(chitin_elicitor_receptor_kinase_1)",0.73
"K13455(avirulence_protein)",0.73
"K13457(disease_resistance_protein_RPM1)",0.73
"K13605(bacteriochlorophyll_c_synthase)",0.73
"K13672(galactofuranosyltransferase)",0.73
"K13720(N-acylethanolamine-hydrolyzing_acid_amidase)",0.73
"K13726(metallopeptidase_MepB)",0.73
"K13778(geranyl-CoA_carboxylase_beta_subunit)",0.73
"K13834(sporozoite_microneme_protein_2)",0.73
"K13843(merozoite_surface_protein_6)",0.73
"K13870()",0.73
"K13874(L-arabinonolactonase)",0.73
"K13970(galactose-inhibitable_lectin_heavy_subunit)",0.73
"K14160(protein_ImuA)",0.73
"K14171(alkyl_hydroperoxide_reductase_1)",0.73
"K14270(aminotransferase)",0.73
"K14290(exportin-1)",0.73
"K14342(solute_carrier_family_10_(sodium/bile_acid_cotransporter),_member_2)",0.73
"K14504()",0.73
"K14520()",0.73
"K14547()",0.73
"K14570()",0.73
"K14582()",0.73
"K14616()",0.73
"K14642()",0.73
"K14643()",0.73
"K14815()",0.73
"K14959()",0.73
"K14995()",0.73
"K15029()",0.73
"K15078()",0.73
"K15102()",0.73
"K15104()",0.73
"K15120()",0.73
"K15166()",0.73
"K15210()",0.73
"K15254()",0.73
"K15279()",0.73
"K15292()",0.73
"K15369()",0.73
"K15384()",0.73
"K15427()",0.73
"K15473()",0.73
"K15498()",0.73
"K15678()",0.73
"K15815()",0.73
"K00037(3-alpha-hydroxysteroid_dehydrogenase)",0.728
"K00061(retinol_dehydrogenase)",0.728
"K00103(L-gulonolactone_oxidase)",0.728
"K00107(D-arabinono-1,4-lactone_oxidase)",0.728
"K00223(delta24(24(1))-sterol_reductase)",0.728
"K00270(phenylalanine_dehydrogenase)",0.728
"K00280(cytokinin_dehydrogenase)",0.728
"K00292(saccharopine_dehydrogenase_(NAD+,_L-glutamate_forming))",0.728
"K00295(methylenetetrahydrofolate_dehydrogenase_(NAD+))",0.728
"K00306(sarcosine_oxidase_/_L-pipecolate_oxidase)",0.728
"K00323(NAD(P)_transhydrogenase)",0.728
"K00451(homogentisate_1,2-dioxygenase)",0.728
"K00466(tryptophan_2-monooxygenase)",0.728
"K00472(prolyl_4-hydroxylase)",0.728
"K00490(cytochrome_P450,_family_4,_subfamily_F_(leukotriene-B420-monooxygenase))",0.728
"K00502(tryptophan_5-monooxygenase)",0.728
"K00545(catechol_O-methyltransferase)",0.728
"K00550(methylene-fatty-acyl-phospholipid_synthase)",0.728
"K00589(uroporphyrin-III_C-methyltransferase)",0.728
"K00596(2,2-dialkylglycine_decarboxylase_(pyruvate))",0.728
"K00623(choline_O-acetyltransferase)",0.728
"K00646(malonyl-ACP_decarboxylase)",0.728
"K00649(glyceronephosphate_O-acyltransferase)",0.728
"K00660(chalcone_synthase)",0.728
"K00665(fatty_acid_synthase,_animal_type)",0.728
"K00667(fatty_acid_synthase_subunit_alpha,_fungi_type)",0.728
"K00679(phospholipid:diacylglycerol_acyltransferase)",0.728
"K00776(NAD-diphthamide_ADP-ribosyltransferase)",0.728
"K00787(farnesyl_diphosphate_synthase)",0.728
"K00827(alanine-glyoxylate_transaminase_/(R)-3-amino-2-methylpropionate-pyruvate_transaminase_[EC:2.6.1.442.6.1.40])",0.728
"K00913(inositol-1,3,4-trisphosphate_5/6-kinase_/_inositol-tetrakisphosphate1-kinase)",0.728
"K00933(creatine_kinase)",0.728
"K00944(nucleoside-triphosphate--adenylate_kinase)",0.728
"K01024([heparan_sulfate]-glucosamine_3-sulfotransferase_1)",0.728
"K01063(juvenile-hormone_esterase)",0.728
"K01116(1-phosphatidylinositol-4,5-bisphosphate_phosphodiesterase)",0.728
"K01172(rRNA_endonuclease)",0.728
"K01203(sucrase-isomaltase_/_oligo-1,6-glucosidase)",0.728
"K01217(L-iduronidase)",0.728
"K01244(5'-methylthioadenosine_nucleosidase)",0.728
"K01306(pyroglutamyl-peptidase_II)",0.728
"K01324(plasma_kallikrein)",0.728
"K01360(proprotein_convertase_subtilisin/kexin_type_2)",0.728
"K01394(matrix_metalloproteinase-3_(stromelysin_1,_progelatinase))",0.728
"K01396(matrix_metalloproteinase-10_(stromelysin_2))",0.728
"K01403(matrix_metalloproteinase-9_(gelatinase_B))",0.728
"K01404(leishmanolysin)",0.728
"K01405(saccharolysin)",0.728
"K01450(formylmethionine_deformylase)",0.728
"K01471(creatinine_amidohydrolase)",0.728
"K01502(aliphatic_nitrilase)",0.728
"K01555(fumarylacetoacetase)",0.728
"K01594(sulfinoalanine_decarboxylase)",0.728
"K01707(5-dehydro-4-deoxyglucarate_dehydratase)",0.728
"K01732(pectate_disaccharide-lyase)",0.728
"K01741(DNA-(apurinic_or_apyrimidinic_site)_lyase)",0.728
"K01837(bisphosphoglycerate_mutase)",0.728
"K01945(phosphoribosylamine--glycine_ligase)",0.728
"K02126(F-type_H+-transporting_ATPase_subunit_a)",0.728
"K02202(cyclin-dependent_kinase_7)",0.728
"K02211(cyclin-dependent_kinase_9)",0.728
"K02223(circadian_locomoter_output_cycles_kaput_protein)",0.728
"K02247(competence_protein_ComGE)",0.728
"K02249(competence_protein_ComGG)",0.728
"K02251(competence_protein_ComQ)",0.728
"K02310(DNA_fragmentation_factor,_45_kD,_alpha_subunit)",0.728
"K02351(putative_membrane_protein)",0.728
"K02352(drp35)",0.728
"K02360(a_component_of_the_cytoplasm_(encore))",0.728
"K02524(DNA_binding_protein_(fs(1)K10,_female_sterile(1)K10))",0.728
"K02555(M-phase_inducer_tyrosine_phosphatase)",0.728
"K02577(heparan_sulfate_N-deacetylase/N-sulfotransferase_NDST2)",0.728
"K02578(heparan_sulfate_N-deacetylase/N-sulfotransferase_NDST3)",0.728
"K02579(heparan_sulfate_N-deacetylase/N-sulfotransferase_NDST4)",0.728
"K02606(origin_recognition_complex_subunit_4)",0.728
"K02638(plastocyanin)",0.728
"K02665(type_IV_pilus_assembly_protein_PilP)",0.728
"K02734(20S_proteasome_subunit_beta_4)",0.728
"K02826(quinol_oxidase_polypeptide_II)",0.728
"K02828(quinol_oxidase_polypeptide_III)",0.728
"K02830(cell_cycle_checkpoint_protein)",0.728
"K02922(large_subunit_ribosomal_protein_L37e)",0.728
"K02951(small_subunit_ribosomal_protein_S12e)",0.728
"K03019(DNA-directed_RNA_polymerase_III_subunit_C11)",0.728
"K03032(26S_proteasome_regulatory_subunit_N2)",0.728
"K03033(26S_proteasome_regulatory_subunit_N3)",0.728
"K03035(26S_proteasome_regulatory_subunit_N5)",0.728
"K03038(26S_proteasome_regulatory_subunit_N8)",0.728
"K03059(DNA-directed_RNA_polymerase_subunit_P)",0.728
"K03122(transcription_initiation_factor_TFIIA_large_subunit)",0.728
"K03192(urease_accessory_protein)",0.728
"K03251(translation_initiation_factor_eIF-3_subunit_7)",0.728
"K03256(tRNA_(adenine-N(1)-)-methyltransferase_non-catalytic_subunit)",0.728
"K03318(hydroxy/aromatic_amino_acid_permease,_HAAAP_family)",0.728
"K03372(MFS_transporter,_PAT_family,_solute_carrier_family_33_(acetyl-CoAtransportor),_member_1)",0.728
"K03443(pannexin)",0.728
"K03447(MFS_transporter,_OPA_family,_solute_carrier_family_37(glycerol-3-phosphate_transporter),_member_3)",0.728
"K03507(DNA_replication_regulator_DPB11)",0.728
"K03692(glucosylglycerol-phosphate_synthase)",0.728
"K03731(trehalose_6-phosphate_phosphorylase)",0.728
"K03766(beta-1,3-N-acetylglucosaminyltransferase_5)",0.728
"K03822(putative_long_chain_acyl-CoA_synthase)",0.728
"K03846(alpha-1,2-mannosyltransferase)",0.728
"K03851(taurine-pyruvate_aminotransferase)",0.728
"K03859(phosphatidylinositol_glycan,_class_C)",0.728
"K03860(phosphatidylinositol_glycan,_class_Q)",0.728
"K03869(cullin_3)",0.728
"K03874(other_hect_domain_ubiquitin_protein_ligase_E3)",0.728
"K03898(kininogen)",0.728
"K03902(coagulation_factor_V_(labile_factor))",0.728
"K03909(tissue_factor_pathway_inhibitor)",0.728
"K03989(complement_component_4)",0.728
"K03997(complement_component_8_subunit_alpha)",0.728
"K04037(light-independent_protochlorophyllide_reductase_subunit_L)",0.728
"K04090(indolepyruvate_ferredoxin_oxidoreductase)",0.728
"K04100(protocatechuate_4,5-dioxygenase,_alpha_chain)",0.728
"K04180(C-C_chemokine_receptor_type_5)",0.728
"K04228(arginine_vasopressin_receptor_2)",0.728
"K04249(thyroid_stimulating_hormone_receptor)",0.728
"K04281(calpastatin)",0.728
"K04283(trypanothione-disulfide_reductase)",0.728
"K04351(Rap_guanine_nucleotide_exchange_factor_(GEF)_4)",0.728
"K04361(epidermal_growth_factor_receptor)",0.728
"K04366(RAF_proto-oncogene_serine/threonine-protein_kinase)",0.728
"K04424(sterile_alpha_motif_and_leucine_zipper_containing_kinase_AZK)",0.728
"K04445(mitogen-,stress_activated_protein_kinases)",0.728
"K04450(activating_transcription_factor_2)",0.728
"K04457(protein_phosphatase_1A_(formerly_2C))",0.728
"K04461(protein_phosphatase_1B_(formerly_2C))",0.728
"K04463(mitogen-activated_protein_kinase_kinase_5)",0.728
"K04499(RuvB-like_protein_1_(pontin_52))",0.728
"K04511(prickle)",0.728
"K04520(amyloid_beta_(A4)_protein)",0.728
"K04523(ubiquilin)",0.728
"K04527(insulin_receptor)",0.728
"K04591(egf-like_module_containing,_mucin-like,_hormone_receptor-like_1)",0.728
"K04597(brain-specific_angiogenesis_inhibitor_2)",0.728
"K04613(vomeronasal_2_receptor)",0.728
"K04650(nuclear_receptor_co-repressor_1)",0.728
"K04657(chordin)",0.728
"K04675(activin_receptor_type-1)",0.728
"K04709(Acyl-CoA-dependent_ceramide_synthase)",0.728
"K04711(dihydroceramidase)",0.728
"K04727(programmed_cell_death_8_(apoptosis-inducing_factor))",0.728
"K04792(mycobactin_peptide_synthetase_MbtF)",0.728
"K04860(voltage-dependent_calcium_channel_alpha-2/delta-3)",0.728
"K04891(potassium_voltage-gated_channel_Shal-related_subfamily_D_member_1)",0.728
"K04904(potassium_voltage-gated_channel_Eag-related_subfamily_H_member_1)",0.728
"K04908(potassium_voltage-gated_channel_Eag-related_subfamily_H_member_5)",0.728
"K04910(potassium_voltage-gated_channel_Eag-related_subfamily_H_member_7)",0.728
"K04946(potassium_channel_subfamily_T_member_1)",0.728
"K04947(potassium_channel_subfamily_T_member_2)",0.728
"K04948(cyclic_nucleotide_gated_channel_alpha_1)",0.728
"K04954(hyperpolarization_activated_cyclic_nucleotide-gated_potassiumchannel_1)",0.728
"K04976(transient_receptor_potential_cation_channel_subfamily_M_member_1)",0.728
"K05015(chloride_channel_6)",0.728
"K05031(cystic_fibrosis_transmembrane_conductance_regulator)",0.728
"K05033(ATP-binding_cassette_subfamily_C_(CFTR/MRP)_member_9)",0.728
"K05039(solute_carrier_family_6_(neurotransmitter_transporter,_taurine)member_6)",0.728
"K05048(solute_carrier_family_6_(neurotransmitter_transporter)_member_15)",0.728
"K05063(interleukin_12_receptor_beta-1)",0.728
"K05076(interleukin_13_receptor_alpha-1)",0.728
"K05083(receptor_tyrosine-protein_kinase_erbB-2)",0.728
"K05084(receptor_tyrosine-protein_kinase_erbB-3)",0.728
"K05088(proto-oncogene_tyrosine-protein_kinase_ROS)",0.728
"K05089(platelet-derived_growth_factor_receptor_beta)",0.728
"K05102(Eph_receptor_A1)",0.728
"K05103(Eph_receptor_A2)",0.728
"K05106(Eph_receptor_A5)",0.728
"K05118(leukocyte_tyrosine_kinase)",0.728
"K05119(anaplastic_lymphoma_kinase)",0.728
"K05127(PTK7_protein_tyrosine_kinase_7)",0.728
"K05212(glutamate_receptor,_ionotropic,_N-methyl-D-aspartate_2D)",0.728
"K05274(potassium_large_conductance_calcium-activated_channel_subfamily_Malpha_member_3)",0.728
"K05279(flavonol_3-O-methyltransferase)",0.728
"K05294(glycosylphosphatidylinositol_deacylase)",0.728
"K05302(SET_domain-containing_protein_6)",0.728
"K05334(solute_carrier_family_6_(neurotransmitter_transporter)_member_19)",0.728
"K05336(solute_carrier_family_6_(neurotransmitter_transporter),_invertebrate)",0.728
"K05464(growth_arrest-specific_6)",0.728
"K05530(mannan_polymerase_I_complex_VAN1_subunit)",0.728
"K05531(mannan_polymerase_II_complex_MNN10_subunit)",0.728
"K05543(tRNA-dihydrouridine_synthase_2)",0.728
"K05552(3-oxoacyl-ACP_synthase_II)",0.728
"K05553(3-oxoacyl-ACP_synthase_acyl_carrier_protein)",0.728
"K05556(hydroxylacyl-CoA_dehydrogenase)",0.728
"K05562(multicomponent_K+:H+_antiporter_subunit_E)",0.728
"K05572(NADH_dehydrogenase_I_subunit_1)",0.728
"K05581(NADH_dehydrogenase_I_subunit_J)",0.728
"K05582(NADH_dehydrogenase_I_subunit_K)",0.728
"K05619(transglutaminase_1)",0.728
"K05625(transglutaminase_2)",0.728
"K05631(atrophin-1_interacting_protein_3_(BAI1-associated_protein_1))",0.728
"K05644(ATP-binding_cassette,_subfamily_A_(ABC1),_member_4)",0.728
"K05646(ATP-binding_cassette,_subfamily_A_(ABC1),_member_12)",0.728
"K05647(ATP_binding_cassette,_subfamily_A_(ABC1),_member_13)",0.728
"K05650(ATP-binding_cassette,_subfamily_A_(ABC1),_member_8)",0.728
"K05651(ATP-binding_cassette,_subfamily_A_(ABC1),_member_9)",0.728
"K05664(ATP-binding_cassette,_subfamily_B_(MDR/TAP),_member_11)",0.728
"K05669(ATP-binding_cassette,_subfamily_C_(CFTR/MRP),_member_6)",0.728
"K05671(ATP-binding_cassette,_subfamily_C_(CFTR/MRP),_member_11)",0.728
"K05677(ATP-binding_cassette,_subfamily_D_(ALD),_member_3)",0.728
"K05691(catenin_(cadherin-associated_protein),_alpha)",0.728
"K05718(integrin_alpha_L)",0.728
"K05727(dedicator_of_cytokinesis_3/4/5)",0.728
"K05736(p21-activated_kinase_7)",0.728
"K05740(diaphanous_1)",0.728
"K05741(diaphanous_2)",0.728
"K05749(cytoplasmic_FMR1_interacting_protein)",0.728
"K05842(toll-like_receptor_adapter_molecule_1)",0.728
