kegg,brite_level
K04096,NA
K04090,Enzymes [BR:ko01000]
K09655,Enzymes [BR:ko01000]
K00574,Enzymes [BR:ko01000]
K00573,Enzymes [BR:ko01000]
K00311,Enzymes [BR:ko01000]
K00571,Enzymes [BR:ko01000]
K09654,Enzymes [BR:ko01000]
K01118,Enzymes [BR:ko01000]
K00646,Polyketide biosynthesis proteins [BR:ko01008]
K15790,NA
K14995,Transporters [BR:ko02000]
K01112,Enzymes [BR:ko01000]
K14951,Enzymes [BR:ko01000]
K01111,Enzymes [BR:ko01000]
K06000,Enzymes [BR:ko01000]
K04477,NA
K08087,NA
K08086,NA
K08085,Secretion system [BR:ko02044]
K01155,Enzymes [BR:ko01000]
K01282,Enzymes [BR:ko01000]
K01152,NA
K01280,Enzymes [BR:ko01000]
K01281,Enzymes [BR:ko01000]
K01286,Enzymes [BR:ko01000]
K01284,Enzymes [BR:ko01000]
K06346,NA
K01402,Enzymes [BR:ko01000]
K09824,NA
K15319,Polyketide biosynthesis proteins [BR:ko01008]
K14587,Enzymes [BR:ko01000]
K06345,NA
K15311,Polyketide biosynthesis proteins [BR:ko01008]
K06342,NA
K15313,Polyketide biosynthesis proteins [BR:ko01008]
K15312,Polyketide biosynthesis proteins [BR:ko01008]
K14857,Enzymes [BR:ko01000]
K15317,Polyketide biosynthesis proteins [BR:ko01008]
K06343,NA
K06078,NA
K01751,Enzymes [BR:ko01000]
K14997,Transporters [BR:ko02000]
K01021,Enzymes [BR:ko01000]
K02005,NA
K02004,KEGG modules [BR:ko00002]
K14831,Ribosome biogenesis [BR:ko03009]
K06428,NA
K02003,KEGG modules [BR:ko00002]
K09563,Enzymes [BR:ko01000]
K04308,G protein-coupled receptors [BR:ko04030]
K09560,Chaperones and folding catalysts [BR:ko03110]
K09566,Enzymes [BR:ko01000]
K09569,Enzymes [BR:ko01000]
K09568,Enzymes [BR:ko01000]
K02481,Two-component system [BR:ko02022]
K02480,Enzymes [BR:ko01000]
K02483,Two-component system [BR:ko02022]
K08170,KEGG modules [BR:ko00002]
K02485,Two-component system [BR:ko02022]
K08176,Transporters [BR:ko02000]
K08175,Transporters [BR:ko02000]
K02486,Enzymes [BR:ko01000]
K08179,Transporters [BR:ko02000]
K08178,Transporters [BR:ko02000]
K09368,Transcription factors [BR:ko03000]
K04309,G protein-coupled receptors [BR:ko04030]
K14428,Transporters [BR:ko02000]
K14429,Transporters [BR:ko02000]
K13772,Transcription factors [BR:ko03000]
K10422,Cytoskeleton proteins [BR:ko04812]
K08373,G protein-coupled receptors [BR:ko04030]
K07572,NA
K10423,Cytoskeleton proteins [BR:ko04812]
K14136,Enzymes [BR:ko01000]
K06072,Enzymes [BR:ko01000]
K06349,NA
K09713,NA
K03448,Transporters [BR:ko02000]
K02859,NA
K03446,KEGG modules [BR:ko00002]
K03447,Transporters [BR:ko02000]
K06077,NA
K03445,Transporters [BR:ko02000]
K03442,Transporters [BR:ko02000]
K03443,Transporters [BR:ko02000]
K06075,Transcription factors [BR:ko03000]
K06076,Transporters [BR:ko02000]
K09717,NA
K10753,Chromosome [BR:ko03036]
K03840,NA
K14780,Enzymes [BR:ko01000]
K11104,Transporters [BR:ko02000]
K06971,NA
K13770,Transcription factors [BR:ko03000]
K02518,Translation factors [BR:ko03012]
K03530,DNA replication proteins [BR:ko03032]
K03536,Enzymes [BR:ko01000]
K09505,Chaperones and folding catalysts [BR:ko03110]
K03535,Transporters [BR:ko02000]
K13796,NA
K13795,NA
K13794,Transcription factors [BR:ko03000]
K13021,Transporters [BR:ko02000]
K13023,Peptidases [BR:ko01002]
K13022,Enzymes [BR:ko01000]
K12268,Secretion system [BR:ko02044]
K12269,Secretion system [BR:ko02044]
K03668,NA
K07014,NA
K04899,Ion channels [BR:ko04040]
K06970,Enzymes [BR:ko01000]
K13679,Enzymes [BR:ko01000]
K12260,Enzymes [BR:ko01000]
K03192,NA
K12263,NA
K04890,Ion channels [BR:ko04040]
K04891,Ion channels [BR:ko04040]
K03664,NA
K12267,Enzymes [BR:ko01000]
K06012,Enzymes [BR:ko01000]
K09773,Enzymes [BR:ko01000]
K09770,NA
K09771,Transporters [BR:ko02000]
K02221,Secretion system [BR:ko02044]
K09777,NA
K09774,Transporters [BR:ko02000]
K06015,Enzymes [BR:ko01000]
K06018,Enzymes [BR:ko01000]
K09779,NA
K12231,Enzymes [BR:ko01000]
K04651,Chaperones and folding catalysts [BR:ko03110]
K08084,Secretion system [BR:ko02044]
K06973,NA
K07243,Transporters [BR:ko02000]
K07944,Chromosome [BR:ko03036]
K14788,Ribosome biogenesis [BR:ko03009]
K03288,Transporters [BR:ko02000]
K03289,Transporters [BR:ko02000]
K11259,Enzymes [BR:ko01000]
K03284,Transporters [BR:ko02000]
K03285,NA
K13243,Enzymes [BR:ko01000]
K03287,NA
K12310,Enzymes [BR:ko01000]
K03281,NA
K03282,Transporters [BR:ko02000]
K13246,Enzymes [BR:ko01000]
K08951,Photosynthesis proteins [BR:ko00194]
K12145,Enzymes [BR:ko01000]
K08953,Photosynthesis proteins [BR:ko00194]
K08952,Photosynthesis proteins [BR:ko00194]
K08954,Photosynthesis proteins [BR:ko00194]
K08956,Enzymes [BR:ko01000]
K11665,Enzymes [BR:ko01000]
K11664,Chromosome [BR:ko03036]
K11661,Enzymes [BR:ko01000]
K11660,Chromosome [BR:ko03036]
K11663,Chromosome [BR:ko03036]
K10876,Enzymes [BR:ko01000]
K12069,Secretion system [BR:ko02044]
K03263,Translation factors [BR:ko03012]
K03261,Translation factors [BR:ko03012]
K12141,Enzymes [BR:ko01000]
K11020,Enzymes [BR:ko01000]
K14693,Transporters [BR:ko02000]
K02241,KEGG modules [BR:ko00002]
K12143,NA
K09608,Enzymes [BR:ko01000]
K09609,Enzymes [BR:ko01000]
K09606,Enzymes [BR:ko01000]
K09607,Enzymes [BR:ko01000]
K09604,Enzymes [BR:ko01000]
K12142,Enzymes [BR:ko01000]
K01121,Enzymes [BR:ko01000]
K09601,Enzymes [BR:ko01000]
K02622,Enzymes [BR:ko01000]
K08582,Enzymes [BR:ko01000]
K11281,Chromosome [BR:ko03036]
K15827,NA
K02853,Enzymes [BR:ko01000]
K08280,Enzymes [BR:ko01000]
K12689,Transporters [BR:ko02000]
K12686,Transporters [BR:ko02000]
K11400,Chromosome [BR:ko03036]
K11403,Chromosome [BR:ko03036]
K11402,Chromosome [BR:ko03036]
K12682,Transporters [BR:ko02000]
K12440,Lipid biosynthesis proteins [BR:ko01004]
K15452,Enzymes [BR:ko01000]
K14692,Transporters [BR:ko02000]
K12443,Lipid biosynthesis proteins [BR:ko01004]
K12444,Lipid biosynthesis proteins [BR:ko01004]
K00567,Enzymes [BR:ko01000]
K03439,Enzymes [BR:ko01000]
K11791,Ubiquitin system [BR:ko04121]
K11102,Transporters [BR:ko02000]
K11795,Ubiquitin system [BR:ko04121]
K15450,Enzymes [BR:ko01000]
K11797,Ubiquitin system [BR:ko04121]
K02805,Enzymes [BR:ko01000]
K04876,Ion channels [BR:ko04040]
K04877,Ion channels [BR:ko04040]
K04874,Ion channels [BR:ko04040]
K04875,Ion channels [BR:ko04040]
K06407,NA
K08889,Enzymes [BR:ko01000]
K06383,Enzymes [BR:ko01000]
K11885,Proteasome [BR:ko03051]
K15456,Transfer RNA biogenesis [BR:ko03016]
K11887,Proteasome [BR:ko03051]
K08884,Enzymes [BR:ko01000]
K08883,Enzymes [BR:ko01000]
K11880,Proteasome [BR:ko03051]
K04878,Ion channels [BR:ko04040]
K04879,Protein phosphatases and associated proteins [BR:ko01009]
K12046,Cytoskeleton proteins [BR:ko04812]
K09919,NA
K12041,Transporters [BR:ko02000]
K09912,NA
K09913,NA
K09910,NA
K06723,Cellular antigens [BR:ko04090]
K09916,NA
K12049,Secretion system [BR:ko02044]
K09914,NA
K09915,NA
K06900,NA
K11534,Transcription factors [BR:ko03000]
K11537,Transporters [BR:ko02000]
K07059,NA
K11531,Transcription factors [BR:ko03000]
K11530,Enzymes [BR:ko01000]
K06906,NA
K06907,NA
K10330,Ubiquitin system [BR:ko04121]
K10331,Ubiquitin system [BR:ko04121]
K11249,Transporters [BR:ko02000]
K06385,NA
K11539,Enzymes [BR:ko01000]
K10335,Ubiquitin system [BR:ko04121]
K10336,Ubiquitin system [BR:ko04121]
K07039,NA
K02245,KEGG modules [BR:ko00002]
K04479,Enzymes [BR:ko01000]
K08778,Enzymes [BR:ko01000]
K07578,NA
K08777,Enzymes [BR:ko01000]
K08776,Enzymes [BR:ko01000]
K09826,Transcription factors [BR:ko03000]
K06344,NA
K09825,Transcription factors [BR:ko03000]
K09822,NA
K09823,Transcription factors [BR:ko03000]
K09820,KEGG modules [BR:ko00002]
K02570,NA
K10727,DNA replication proteins [BR:ko03032]
K05569,Transporters [BR:ko02000]
K10421,Chromosome [BR:ko03036]
K06348,NA
K07290,NA
K07579,NA
K10752,Chromosome [BR:ko03036]
K10725,DNA replication proteins [BR:ko03032]
K10750,Chromosome [BR:ko03036]
K10751,Chromosome [BR:ko03036]
K10349,Ubiquitin system [BR:ko04121]
K10758,Enzymes [BR:ko01000]
K10759,Enzymes [BR:ko01000]
K12519,Secretion system [BR:ko02044]
K11339,Chromosome [BR:ko03036]
K11338,Enzymes [BR:ko01000]
K15145,Transcription machinery [BR:ko03021]
K15147,Transcription machinery [BR:ko03021]
K14950,Enzymes [BR:ko01000]
K05905,Enzymes [BR:ko01000]
K10683,Messenger RNA biogenesis [BR:ko03019]
K01482,Enzymes [BR:ko01000]
K03308,NA
K06176,Enzymes [BR:ko01000]
K06219,NA
K07749,Enzymes [BR:ko01000]
K10689,Enzymes [BR:ko01000]
K00369,NA
K07741,NA
K07740,NA
K07742,NA
K07745,NA
K07744,NA
K07746,Prokaryotic defense system [BR:ko02048]
