kegg,level_1,level_2
K01485,Metabolism,Nucleotide metabolism
K12670,Metabolism,Glycan biosynthesis and metabolism
K12679,Human Diseases,Infectious diseases
K12678,NA,NA
K06804,NA,NA
K08892,NA,NA
K08894,NA,NA
K11898,NA,NA
K08897,NA,NA
K11896,NA,NA
K11897,NA,NA
K11894,NA,NA
K11895,NA,NA
K11892,Environmental Information Processing,Membrane transport
K11893,NA,NA
K11890,NA,NA
K11891,Environmental Information Processing,Membrane transport
K11096,Genetic Information Processing,Transcription
K11097,Genetic Information Processing,Transcription
K11094,Genetic Information Processing,Transcription
K11095,Genetic Information Processing,Transcription
K11092,Genetic Information Processing,Transcription
K11093,Genetic Information Processing,Transcription
K11090,Human Diseases,Immune diseases
K11091,Genetic Information Processing,Transcription
K11098,Genetic Information Processing,Transcription
K11099,Genetic Information Processing,Transcription
K08762,Organismal Systems,Endocrine system
K08763,Cellular Processes,Transport and catabolism
K08760,Organismal Systems,Digestive system
K08766,Metabolism,Overview
K08764,Metabolism,Lipid metabolism
K10411,Human Diseases,Neurodegenerative diseases
K10413,Cellular Processes,Transport and catabolism
K10415,Cellular Processes,Transport and catabolism
K10414,Cellular Processes,Transport and catabolism
K10416,Cellular Processes,Transport and catabolism
K11320,NA,NA
K11321,NA,NA
K11322,NA,NA
K11323,NA,NA
K11324,NA,NA
K11325,NA,NA
K11326,Environmental Information Processing,Signal transduction
K11327,Environmental Information Processing,Signal transduction
K11328,Environmental Information Processing,Signal transduction
K11329,Environmental Information Processing,Signal transduction
K00151,Metabolism,Overview
K00402,Metabolism,Overview
K00401,Metabolism,Overview
K00400,Metabolism,Energy metabolism
K00406,Metabolism,Energy metabolism
K00405,Metabolism,Energy metabolism
K00404,Metabolism,Energy metabolism
K00158,Metabolism,Carbohydrate metabolism
K14537,Genetic Information Processing,Translation
K09388,NA,NA
K09380,NA,NA
K09386,NA,NA
K09384,NA,NA
K14312,Genetic Information Processing,Translation
K14313,Genetic Information Processing,Translation
K08399,NA,NA
K14311,Genetic Information Processing,Translation
K14316,Genetic Information Processing,Translation
K14317,Genetic Information Processing,Translation
K14314,Genetic Information Processing,Translation
K14315,Genetic Information Processing,Translation
K14318,Genetic Information Processing,Translation
K14319,Genetic Information Processing,Translation
K08397,Environmental Information Processing,Signaling molecules and interaction
K04094,NA,NA
K04095,NA,NA
K04096,NA,NA
K04097,Metabolism,Lipid metabolism
K04090,NA,NA
K04091,Metabolism,Energy metabolism
K04092,Metabolism,Overview
K04093,Metabolism,Overview
K04099,Metabolism,Xenobiotics biodegradation and metabolism
K07445,NA,NA
K01579,Metabolism,Metabolism of other amino acids
K01574,Metabolism,Carbohydrate metabolism
K01575,Metabolism,Carbohydrate metabolism
K01576,Metabolism,Xenobiotics biodegradation and metabolism
K01577,Metabolism,Carbohydrate metabolism
K01571,Metabolism,Carbohydrate metabolism
K01572,Metabolism,Carbohydrate metabolism
K01573,Metabolism,Carbohydrate metabolism
K02009,Environmental Information Processing,Membrane transport
K02008,Environmental Information Processing,Membrane transport
K02005,NA,NA
K02004,NA,NA
K02007,Environmental Information Processing,Membrane transport
K02006,Environmental Information Processing,Membrane transport
K02001,Environmental Information Processing,Membrane transport
K02000,Environmental Information Processing,Membrane transport
K02003,NA,NA
K02002,Environmental Information Processing,Membrane transport
K13333,Metabolism,Lipid metabolism
K13337,Cellular Processes,Transport and catabolism
K13336,Cellular Processes,Transport and catabolism
K13339,Cellular Processes,Transport and catabolism
K13338,Cellular Processes,Transport and catabolism
K15404,Metabolism,Lipid metabolism
K00690,Metabolism,Carbohydrate metabolism
K15409,Human Diseases,Infectious diseases
K15408,Metabolism,Energy metabolism
K04875,NA,NA
K08098,Metabolism,Glycan biosynthesis and metabolism
K12319,Metabolism,Nucleotide metabolism
K12314,Organismal Systems,Circulatory system
K12316,Metabolism,Carbohydrate metabolism
K12317,Metabolism,Carbohydrate metabolism
K12310,NA,NA
K12311,Metabolism,Glycan biosynthesis and metabolism
K03064,Genetic Information Processing,"Folding, sorting and degradation"
K03065,Genetic Information Processing,"Folding, sorting and degradation"
K03066,Genetic Information Processing,"Folding, sorting and degradation"
K08952,NA,NA
K03060,Metabolism,Nucleotide metabolism
K03061,Genetic Information Processing,"Folding, sorting and degradation"
K03062,Genetic Information Processing,"Folding, sorting and degradation"
K03063,Genetic Information Processing,"Folding, sorting and degradation"
K11665,NA,NA
K11664,NA,NA
K11661,NA,NA
K11660,NA,NA
K11663,NA,NA
K13800,Metabolism,Nucleotide metabolism
K04443,Environmental Information Processing,Signal transduction
K06659,Cellular Processes,Cell growth and death
K09608,NA,NA
K06129,Metabolism,Lipid metabolism
K09606,NA,NA
K06127,Metabolism,Metabolism of cofactors and vitamins
K09604,NA,NA
K06125,Metabolism,Metabolism of cofactors and vitamins
K06122,Metabolism,Lipid metabolism
K06123,Metabolism,Lipid metabolism
K06120,Metabolism,Lipid metabolism
K09601,NA,NA
K04336,NA,NA
K04447,Environmental Information Processing,Signal transduction
K01126,Metabolism,Lipid metabolism
K11409,Human Diseases,Cancers
K11408,Human Diseases,Cancers
K01125,Cellular Processes,Transport and catabolism
K11400,NA,NA
K11403,NA,NA
K11402,NA,NA
K11405,Human Diseases,Cancers
K11404,Organismal Systems,Endocrine system
K11407,Human Diseases,Cancers
K11406,Human Diseases,Cancers
K14699,Environmental Information Processing,Membrane transport
K04876,NA,NA
K04877,NA,NA
K04874,NA,NA
K01128,NA,NA
K04878,NA,NA
K04879,NA,NA
K05310,Metabolism,Glycan biosynthesis and metabolism
K02471,Environmental Information Processing,Membrane transport
K02472,Metabolism,Carbohydrate metabolism
K00796,Metabolism,Metabolism of cofactors and vitamins
K02856,NA,NA
K13829,Metabolism,Overview
K03047,Metabolism,Nucleotide metabolism
K10943,Environmental Information Processing,Signal transduction
K07529,Organismal Systems,Development
K07528,Organismal Systems,Development
K07299,Environmental Information Processing,Signal transduction
K07298,Environmental Information Processing,Signal transduction
K07297,Environmental Information Processing,Signal transduction
K07296,Environmental Information Processing,Signal transduction
K07526,Organismal Systems,Development
K07521,Organismal Systems,Development
K07836,Environmental Information Processing,Signal transduction
K07291,Metabolism,Carbohydrate metabolism
K07290,NA,NA
K10756,Genetic Information Processing,Replication and repair
K10206,Metabolism,Overview
K10207,Metabolism,Lipid metabolism
K10200,Environmental Information Processing,Membrane transport
K10201,Environmental Information Processing,Membrane transport
K10202,Environmental Information Processing,Membrane transport
K10751,NA,NA
K10209,Metabolism,Metabolism of terpenoids and polyketides
K10758,NA,NA
K10942,Environmental Information Processing,Signal transduction
K01966,Metabolism,Overview
K01965,Metabolism,Overview
K01964,Metabolism,Overview
K01963,Metabolism,Overview
K01962,Metabolism,Overview
K01961,Metabolism,Overview
K01960,Metabolism,Overview
K01969,Metabolism,Amino acid metabolism
K01968,Metabolism,Amino acid metabolism
K06675,Cellular Processes,Cell growth and death
K07749,NA,NA
K07748,Metabolism,Lipid metabolism
K07741,NA,NA
K07740,NA,NA
K07742,NA,NA
K07745,NA,NA
K07744,NA,NA
K07746,NA,NA
K00142,NA,NA
K13070,Metabolism,Metabolism of terpenoids and polyketides
K01299,NA,NA
K01298,Organismal Systems,Digestive system
K01291,Organismal Systems,Digestive system
K01290,NA,NA
K01293,NA,NA
K01292,NA,NA
K01295,NA,NA
K01294,Human Diseases,Endocrine and metabolic diseases
K01297,NA,NA
K01296,NA,NA
K05602,Metabolism,Overview
K05603,Metabolism,Amino acid metabolism
K02921,Genetic Information Processing,Translation
K02926,Genetic Information Processing,Translation
K02927,Genetic Information Processing,Translation
K02924,Genetic Information Processing,Translation
K05605,Metabolism,Overview
K02929,Genetic Information Processing,Translation
K00216,Metabolism,Metabolism of terpenoids and polyketides
K00217,Metabolism,Overview
K00214,Metabolism,Metabolism of cofactors and vitamins
K00215,Metabolism,Overview
K00210,Metabolism,Overview
K08020,Environmental Information Processing,Signal transduction
K00218,Metabolism,Metabolism of cofactors and vitamins
K00219,NA,NA
K01035,Metabolism,Carbohydrate metabolism
K04514,Environmental Information Processing,Signal transduction
K01741,NA,NA
K01740,Metabolism,Amino acid metabolism
K04511,Environmental Information Processing,Signal transduction
K01746,Metabolism,Metabolism of cofactors and vitamins
K04513,Environmental Information Processing,Signal transduction
K04512,Environmental Information Processing,Signal transduction
K01749,Metabolism,Metabolism of cofactors and vitamins
K00457,Metabolism,Amino acid metabolism
K01039,Metabolism,Carbohydrate metabolism
K04518,Metabolism,Overview
K09599,Cellular Processes,Transport and catabolism
K09591,Metabolism,Metabolism of terpenoids and polyketides
K14437,NA,NA
K14436,NA,NA
K14435,NA,NA
K14434,Metabolism,Glycan biosynthesis and metabolism
K08188,NA,NA
K08189,NA,NA
K08186,NA,NA
K08187,Organismal Systems,Endocrine system
K08184,NA,NA
K08185,NA,NA
K08182,NA,NA
K08183,NA,NA
K08180,Human Diseases,Cancers
K08181,NA,NA
K14128,NA,NA
K14121,NA,NA
K14120,NA,NA
K14123,NA,NA
K14122,NA,NA
K14125,NA,NA
K14124,NA,NA
K14127,NA,NA
K14126,NA,NA
K06190,NA,NA
K12669,Metabolism,Glycan biosynthesis and metabolism
K12870,Genetic Information Processing,Transcription
K12873,Genetic Information Processing,Transcription
K12872,Genetic Information Processing,Transcription
K12875,Genetic Information Processing,Transcription
K12874,Genetic Information Processing,Transcription
K12877,Genetic Information Processing,Transcription
K12876,Genetic Information Processing,Transcription
K12879,Genetic Information Processing,Transcription
K12878,Genetic Information Processing,Transcription
K02964,Genetic Information Processing,Translation
K03521,NA,NA
K03520,Metabolism,Overview
K03523,Environmental Information Processing,Membrane transport
K03522,NA,NA
K03525,Metabolism,Metabolism of cofactors and vitamins
K03524,Metabolism,Metabolism of cofactors and vitamins
K03527,Metabolism,Metabolism of terpenoids and polyketides
K03526,Metabolism,Metabolism of terpenoids and polyketides
K03529,NA,NA
K03528,NA,NA
K02210,Genetic Information Processing,Replication and repair
K02211,Human Diseases,Cancers
K02212,Genetic Information Processing,Replication and repair
K02213,Cellular Processes,Cell growth and death
K02214,Cellular Processes,Cell growth and death
K02216,Cellular Processes,Cell growth and death
K02217,NA,NA
K02218,Environmental Information Processing,Signal transduction
K03299,NA,NA
K03298,NA,NA
K03293,NA,NA
K03292,NA,NA
K03291,NA,NA
K03290,NA,NA
K03297,NA,NA
K03296,NA,NA
K13479,Metabolism,Nucleotide metabolism
K11903,Environmental Information Processing,Membrane transport
K12690,NA,NA
K07198,Environmental Information Processing,Signal transduction
K07199,Environmental Information Processing,Signal transduction
K07195,Organismal Systems,Endocrine system
K07197,Environmental Information Processing,Signal transduction
K07190,Environmental Information Processing,Signal transduction
K06021,NA,NA
K07192,Organismal Systems,Endocrine system
K06020,NA,NA
K06027,Organismal Systems,Excretory system
K07994,NA,NA
K07995,NA,NA
K07996,Human Diseases,Cancers
K07991,NA,NA
K07998,NA,NA
K07999,NA,NA
K08744,Metabolism,Lipid metabolism
K08745,Organismal Systems,Endocrine system
K08746,Cellular Processes,Transport and catabolism
K08740,NA,NA
K08741,NA,NA
K08743,Metabolism,Lipid metabolism
K08748,Metabolism,Lipid metabolism
K08749,Organismal Systems,Endocrine system
K09835,Metabolism,Metabolism of terpenoids and polyketides
K06822,NA,NA
K10439,Environmental Information Processing,Membrane transport
K09831,Metabolism,Lipid metabolism
K06350,NA,NA
K06825,NA,NA
K10433,NA,NA
K10924,Human Diseases,Infectious diseases
K10431,NA,NA
K10430,NA,NA
K10921,Human Diseases,Infectious diseases
K10436,NA,NA
K10923,Human Diseases,Infectious diseases
K10434,NA,NA
K08408,NA,NA
K11343,NA,NA
K11341,NA,NA
K11346,NA,NA
K10697,Environmental Information Processing,Signal transduction
K10696,NA,NA
K00179,NA,NA
K10693,NA,NA
K00172,Metabolism,Overview
K00171,Metabolism,Overview
K00170,Metabolism,Overview
K00177,Metabolism,Overview
K00176,Metabolism,Overview
K00175,Metabolism,Overview
K00174,Metabolism,Overview
K07533,NA,NA
K14338,Metabolism,Lipid metabolism
K14339,NA,NA
K14334,Metabolism,Xenobiotics biodegradation and metabolism
K14335,NA,NA
K14337,NA,NA
K14330,NA,NA
K14333,Metabolism,Xenobiotics biodegradation and metabolism
K06723,NA,NA
K04078,NA,NA
K04079,Genetic Information Processing,"Folding, sorting and degradation"
K04076,NA,NA
K04077,Genetic Information Processing,"Folding, sorting and degradation"
K04074,NA,NA
K04075,NA,NA
K04072,Metabolism,Overview
K04073,Metabolism,Overview
K04070,NA,NA
K04071,Metabolism,Metabolism of cofactors and vitamins
K15623,Human Diseases,Cancers
K06724,Organismal Systems,Development
K08286,NA,NA
K05039,NA,NA
K14591,NA,NA
K14592,Metabolism,Amino acid metabolism
K14848,NA,NA
K14849,NA,NA
K05031,Environmental Information Processing,Membrane transport
K14847,NA,NA
K05033,Environmental Information Processing,Membrane transport
K14845,NA,NA
K14842,NA,NA
K14843,NA,NA
K14840,Human Diseases,Infectious diseases
K05036,Organismal Systems,Nervous system
K13318,Metabolism,Metabolism of terpenoids and polyketides
K13649,Cellular Processes,Transport and catabolism
K13648,Metabolism,Carbohydrate metabolism
K13644,Metabolism,Lipid metabolism
K13641,NA,NA
K13640,NA,NA
K13643,NA,NA
K13642,NA,NA
K15429,NA,NA
K15428,Metabolism,Metabolism of other amino acids
K15427,NA,NA
K15425,NA,NA
K15424,NA,NA
K15423,Organismal Systems,Endocrine system
K15421,NA,NA
K15420,Human Diseases,Cancers
K11273,NA,NA
K02486,NA,NA
K15707,NA,NA
K02027,NA,NA
K02026,NA,NA
K02025,NA,NA
K02024,NA,NA
K02022,NA,NA
K02021,NA,NA
K02020,Environmental Information Processing,Membrane transport
K02029,NA,NA
K02028,NA,NA
K03886,Metabolism,Energy metabolism
K03887,Metabolism,Energy metabolism
K03884,Metabolism,Energy metabolism
K03885,Metabolism,Energy metabolism
K03882,Metabolism,Energy metabolism
K03883,Metabolism,Energy metabolism
K03880,Metabolism,Energy metabolism
K03881,Metabolism,Energy metabolism
K03888,Metabolism,Energy metabolism
K03889,Metabolism,Energy metabolism
K12998,NA,NA
K12999,NA,NA
K12992,NA,NA
K12993,NA,NA
K12990,NA,NA
K12991,NA,NA
K12996,NA,NA
K12997,NA,NA
K12994,NA,NA
K12995,NA,NA
K08979,NA,NA
K08978,NA,NA
K03088,NA,NA
K03089,NA,NA
K03086,NA,NA
K08972,NA,NA
K08971,NA,NA
K08970,NA,NA
K03082,Metabolism,Carbohydrate metabolism
K08976,NA,NA
K03080,Metabolism,Carbohydrate metabolism
K03081,Metabolism,Carbohydrate metabolism
K13869,NA,NA
K13868,Organismal Systems,Digestive system
K13861,NA,NA
K13863,Human Diseases,Cancers
K13865,NA,NA
K13864,NA,NA
K13867,Organismal Systems,Digestive system
K13866,NA,NA
K09628,NA,NA
K12193,Cellular Processes,Transport and catabolism
K12190,Cellular Processes,Transport and catabolism
K12191,Cellular Processes,Transport and catabolism
K12196,Cellular Processes,Transport and catabolism
K12194,Cellular Processes,Transport and catabolism
K06100,Genetic Information Processing,Translation
K06101,Metabolism,Amino acid metabolism
K12198,Cellular Processes,Transport and catabolism
K09623,NA,NA
K06104,Cellular Processes,Cellular commiunity
K06105,Cellular Processes,Cellular commiunity
K06106,Cellular Processes,Cellular commiunity
K06107,Cellular Processes,Cellular commiunity
K04853,Environmental Information Processing,Signal transduction
K04858,Environmental Information Processing,Signal transduction
K04859,Environmental Information Processing,Signal transduction
K11647,NA,NA
K11646,Metabolism,Amino acid metabolism
